Name,High School Attended,Hometown,POS,Rating
Robert Blanton,Butler High School,"Charlotte, NC",S,76
Rodney McLeod,DeMatha Catholic High School,"Hyattsville, MD",WR,76
Ryan Epperson,Brownsboro High School,"Brownsboro, TX",OLB,76
Sam Hammond,Union High School,"Union, SC",OG,76
Sean Renfree,Notre Dame Prepatory,"Scottsdale, AZ",QB,76
Shane Turner,Cypress Falls High School,"Houston, TX",RB,76
Shane Usner,Central Crossing High School,"Grove City, OH",DE,76
Spencer Pybus,Northview High School,"Dothan, AL",OLB,76
Stanley Hunter,James Byrnes High School,"Duncan, SC",OLB(LQ),76
Stephen Payne,Allen High School,"Allen, TX",ATH,76
Steven Figueroa,Desert Vista High School,"Phoenix, AZ",TE,76
Steven Osborne,South Garland High School,"Garland, TX",WR,76
T.J. Johnson,Aynor High School,"Aynor, SC",OG,76
T.J. Pridemore,Buford High School,"Buford, GA",ILB,76
Ted Stachitas,Nease High School,"Ponte Vedra Beach, FL",QB,76
Ter'Ran Benton,Summit High School,"Mansfield, TX",CB,76
Terrell Colston,Kathleen High School,"Lakeland, FL",RB,76
Tim McGill,East Coweta High School,"Sharpsburg, GA",FB,76
Toshmon Stevens,Crescent City High School,"Crescent City, FL",DE,76
Travis Arnold,Madison County High,"Madison, FL",S,76
Trevor Guyton,Redmond High School,"Redmond, WA",DT,76
T'Sharvan Bell,Kissimmee-Osceola High School,"Kissimmee, FL",S,76
Tyler Bass,Stockbridge High School,"Stockbridge, GA",ATH,76
Victor Johnson,Waco High School,"Waco, TX",S,76
Victor Jones,Richland Center High School,"Richland, TX",OLB,76
Xzavian Brandon,Northview High School,"Atlanta, GA",WR,76
Yogi Gallegos,Irving High School,"Irving, TX",QB,76
Zach Domicone,Beavercreek High School,"Xenia, OH",S,76
Zach Thomason,Paulding County High School,"Dallas, GA",QB,76
A.J. Pickens,Don Antonio Lugo High School,"Chino Hills, CA",WR,77
Adam Barry,Moorpark High School,"Moorpark, CA",QB,77
Ahkeem Smith,Liberty High School,"Bethlehem, PA",RB,77
Alfonzo Dennard,Wilcox County High School,"Rochelle, GA",CB,77
Alfred DuPree,Skyline High School,"Dallas, TX",OLB,77
Aljoshua Tillman,Franklin High School,"Meadville, MS",DE,77
Allante Battle,Desert Vista High School,"Phoenix, AZ",CB,77
Andrew Datko,Saint Thomas Aquinas High School,"Fort Lauderdale, FL",OT,77
Andrew Wallace,Olympic High School,"Charlotte, NC",OT,77
Anthony Hill,Pensacola High School,"Pensacola, FL",DT,77
Anthony Lewis,Aldine High School,"Aldine, TX",OLB,77
Anthony Miller,Archbishop Mitty High School,"San Jose, CA",DE,77
Antoine Hopkins,Highland Springs High School,"Highland Springs, VA",DE,77
Antonio Harper,Melrose High School,"Memphis, TN",DE,77
Arceto Clark,Shannon High School,"Shannon, MS",CB,77
Armond Armstead,Pleasant Grove High School,"Elk Grove, CA",DT,77
Avis Commack,First Coast High School,"Jacksonville, FL",WR,77
Beau Sweeney,Clovis West High School,"Clovis, CA",QB,77
Ben Buchanan,Westerville Central High School,"Westerville, OH",K,77
Ben Cotton,Ames High School,"Ames, IA",TE,77
Blake Cantu,Carroll High School,"Southlake, TX",WR,77
Blake Slaughter,Lawrence E. Elkins High School,"Missouri City, TX",ILB,77
Bo Tillman,Franklin High School,"Meadville, MS",DT,77
Brad Smelley,American Christian Academy,"Tuscaloosa, AL",TE,77
Brandon Boykin,Fayette County High School,"Fayetteville, GA",CB,77
Bryce Ros,Kennesaw Mountain High School,"Kennesaw, GA",TE,77
Cartier Rice,James Byrnes High School,"Duncan, SC",CB,77
Casey Walker,Garland High School,"Garland, TX",DT,77
Caulton Ray,Brother Rice High School,"Bloomfield Hills, MI",RB,77
Chandler Spence,Lamar Consolidated High School,"Arlington, TX",DE,77
Chaz Washington,Richland Northeast High School,"Columbia, SC",ILB,77
Chris Henderson,Bishop McDevitt High School,"Harrisburg, PA",DT,77
Chris Smith,Chichester High School,"Boothwyn, PA",ATH,77
Connor Kempe,The Benjamin School,"Palm Beach Gardens, FL",QB,77
Cooper Taylor,Marist School,"Atlanta, GA",S,77
Cordian Hagans,Northview High School,"Duluth, GA",DT,77
Cornelius Washington,Burke County High School,"Waynesboro, GA",DE,77
Cory Grissom,Troup County Comprehensive High Sch,"LaGrange, GA",DT,77
Courtney Campbell,Fairfax High School,"Los Angeles, CA",OG,77
D.J. Woods,Strongsville High School,"Strongsville, OH",WR,77
Dalton Faulds,Nease High School,"Ponte Vedra Beach, FL",OG,77
Damion Dixon,Port Allen High School,"Port Allen, LA",WR,77
Daniel Bryant,Lawton-Chiles High School,"Tallahassee, FL",WR,77
D'Antoine Hood,Central High School,"Phenix City, AL",CB,77
Darius Banks,Culver City High School,"Culver City, CA",QB,77
Darrell Simmons,Benjamin E. Banneker High School,"College Park, GA",S,77
Darvin Adams,Harrison High School,"Kennesaw, GA",WR,77
David Lucas,Spruce Creek High School,"Port Orange, FL",WR,77
David Williams,Cardinal Gibbons High School,"Fort Lauderdale, FL",OLB,77
Dawan Whitner,Glenville High School,"Cleveland, OH",DT,77
DeAundre Brown,Juan Seguin High School,"Arlington, TX",WR,77
Deaunte Mason,Pearl-Cohn High School,"Nashville, TN",QB,77
Deleon Eskridge,Serra High School,"San Mateo, CA",RB,77
Demetrius Richardson,Cherokee High School,"Marlton, NJ",ATH,77
Dennis Johnson,Arkansas City High School,"Texarkana, AR",RB,77
Derrick Clark,Apopka High School,"Apopka, FL",CB,77
Derrick Coleman,Troy High School,"Fullerton, CA",FB,77
Devin Jones,DeSoto Central High School,"Southaven, MS",DE,77
DeWitt Stuckey,Lincoln High School,"Stockton, CA",ILB,77
Dion Foster,Lewisville High School,"Richburg, SC",DE,77
Dominique Battle,American Heritage-Boca-Delray High,"Delray Beach, FL",CB,77
Dominique Blackman,Carson High School,"Carson, CA",QB,77
Dwayne Maddox,Crest High School,"Shelby, NC",ILB,77
Ed Tinker,Brashear High School,"Pittsburgh, PA",WR,77
Elliot McGaskin,Ben C. Rain High School,"Mobile, AL",S,77
Eric Baker,Fork Union Military Academy,"Jacksonville, FL",RB(POST),77
Eric Harper,John Ehret High School,"Marrero, LA",DE,77
Eric LeGrand,Colonia High School,"Colonia, NJ",ILB,77
Everette Thompson,John F. Kennedy High School,"Burien, WA",DE,77
Fred Sykes,Chamberlain High School,"Tampa, FL",WR,77
George Baker,Archbishop Carroll High School,"Miami, FL",ATH,77
Gionni Harris,Fayetteville High School,"Fayetteville, AR",ATH,77
Glenn Harbin,McGill-Toolen Catholic High School,"Mobile, AL",DE,77
Graham Pocic,Lemont High School,"Lemont, IL",OT,77
Harold Bernard,Chandler High School,"Chandler, AZ",ATH,77
Harold Coates,Ursuline High School,"Youngstown, OH",OG,77
Isiah Sweeney,Hightower High School,"Missouri City, TX",WR,77
Jacob Charest,Butler High School,"Matthews, NC",QB,77
Jake Current,Troy High School,"Troy, OH",OG,77
Jake McDonough,Valley High School,"West Des Moines, IA",DE,77
Jake Stoller,University School,"Shaker Heights, OH",DE,77
Jamar Branch,Goldsboro High School,"Goldsboro, NC",WR,77
James Jones,Lake Gibson High School,"Lakeland, FL",DE,77
James Nixon,Bridgton Academy,"New Haven, CT",ATH(POST),77
Jaron Brown,Cheraw High School,"Cheraw, SC",WR,77
Jarrett Boykin,Butler High School,"Matthews, NC",WR,77
Jason Ford,Althoff Catholic High School,"Belleville, IL",RB,77
Jatavious Jackson,Glades Central High School,"Belle Glade, FL",OG(LQ),77
Jay Hollingsworth,Lee County High School,"Lee County, NC",RB,77
Jay Spearman,Greenwood High School,"Greenwood, SC",ATH,77
Jayme Comer,Brownsburg High School,"Brownsburg, IN",ILB,77
Jelani Smith,Abbeville High School,"Abbeville, LA",ILB,77
Jeremiah Schwartz,Edgewater High School,"Orlando, FL",FB,77
Jeremy Gray,Sherman High School,"Sherman, TX",DE,77
Jermaine Preyear,Davidson High School,"Mobile, AL",FB,77
Jeron Gouveia,Stone Bridge High School,"Ashburn, VA",S,77
Jerrell Jackson,Jefferson Davis High School,"Houston, TX",WR,77
Jerry Johnson,Venice High School,"Venice, CA",WR,77
Jo Jo Cox,Fork Union Military Academy,"Fork Union, VA",RB(LQ),77
Joe Semple,Mundelein High School,"Mundelein, IL",OC,77
Joe Villavisencio,Jacksonville High School,"Jacksonville, TX",OG,77
Joel Ross,Vandebilt Catholic School,"Houma, LA",DT,77
John Hickey,South High School,"Denver, CO",S,77
Johnny Adams,Akron Buchtel High School,"Akron, OH",ATH,77
Jordan Gary,Greenwood High School,"Greenwood, SC",DE,77
Jordan Polk,Lincoln High School,"Portland, OR",WR,77
Jordan Yarbrough,White Station High School,"Memphis, TN",OLB,77
Josh Jackson,Canton Academy,"Canton, MS",DT,77
Justin Tuggle,Northview High School,"Duluth, GA",QB,77
Kawaun Jakes,Saint Augustine High School,"Saint Augustine, FL",WR,77
Keith Wells,Gainesville High School,"Gainesville, GA",DE,77
Kendal Thompkins,Miami Northwestern High School,"Miami, FL",WR,77
Kendall Dangerfield,Giles County High School,"Pulaski, TN",DT,77
Kenny Miles,Brookwood High School,"Snellville, GA",RB,77
Kevin Walker,Arcadia High School,"Arcadia, CA",WR,77
Kyle Kozak,Hargrave Military Academy,"Pickerington, OH",DE(POST),77
Kyle Mangan,Brenham High School,"Brenham, TX",ILB,77
Kyle Prater,Tivy High School,"Kerrville, TX",ILB,77
Ladarrius Gunn,Paris High School,"Paris, TX",CB,77
Lekenwic Haynes,Terry High School,"Rosenberg, TX",OLB,77
Leon Green,Gateway High School,"West Mifflin, PA",ATH,77
Leon Mackey,Hargrave Military Academy,"Newark, DE",DT,77
Leroy Chevalier,Jack Yates High School,"Houston, TX",OT,77
Lonzie Range,Creekview High School,"Carrollton, TX",WR,77
Luke Poehlmann,Brenham High School,"Brenham, TX",OT,77
Luther Leonard,Evergreen High School,"Burien, WA",QB,77
Marcal Robinson,Vigor High School,"Prichard, AL",CB,77
Marcell Dareus,Huffman High School,"Birmingham, AL",DT,77
Mark Tolzien,William Fremd High School,"Rolling Meadows, IL",QB,77
Marlon Walls,Olive Branch High School,"Olive Branch, MS",OLB,77
Martin Bayless Jr.,Hightower High School,"Fresno, TX",WR,77
Matt Hall,Dardanelle High School,"Dardanelle, AR",OT,77
Matt Skinner,The Bolles School,"Jacksonville, FL",OT,77
Michael Abernathy,Russellville High School,"Russellville, AL",FB,77
Michael Ball,Desert Pines High School,"Las Vegas, NV",RB,77
Michael Johnson,Lackey High School,"Indian Head, MD",RB,77
Michael Lacy,Gulfport High School,"Gulfport, MS",OT,77
Montario Patterson,Biggersville High School,"Corinth, MS",RB,77
Myles Walker,Antonian College Prep,"San Antonio, TX",DE,77
Nelson Rosario,El Camino High School,"Oceanside, CA",WR,77
Nick Cody,Hockinson High School,"Brush Prairie, WA",OT,77
Nick Moody,Roman Catholic High School,"Philadelphia, PA",OLB,77
Nihja White,Conestoga High School,"Berwyn, PA",WR,77
O'Neill Chambers,Harmony High School,"Harmony, FL",WR,77
Paul Asack,Xaverian Brothers High School,"Westford, MA",K,77
Pete Massaro,Marple Newtown High School,"Newtown, PA",DE,77
Phillip Payne,Western High School,"Las Vegas, NV",WR,77
Preston Bailey,Montgomery Bell Academy,"Antion, TN",OG,77
Quavon Taylor,Miami Northwestern High School,"Miami, FL",OLB,77
Quentin Toailoa,Redlands East Valley High School,"Redlands, CA",DT,77
Ramon Booi,Nease High School,"Ponte Vedra Beach, FL",DT,77
Rashad White,Teaneck High School,"Teaneck, NJ",RB,77
Ray Polk,Brophy Prep School,"Phoenix, AZ",RB,77
Reggie Ellis,Dunbar High School,"Washington, DC",DT,77
Reuben Johnson,Winslow Township High School,"Atco, NJ",ATH,77
Ricky Holloway,Fayette-Ware High School,"Somerville, TN",ILB,77
Robert Griffin,Copperas Cove High School,"Copperas Cove, TX",QB,77
Robert Lester,Foley High School,"Foley, AL",S,77
Roddy Maginot,Bowie High School,"Arlington, TX",WR,77
Rodney Young,DeSoto High School,"DeSoto, TX",ILB,77
Romie Blaylock,Cedar Hill High School,"Cedar Hill, TX",WR,77
Roy Mangram,Glynn Academy,"Brunswick, GA",S,77
Sam Brenner,Oceanside High School,"Oceanside, CA",OC,77
Scott Betros,The Bolles School,"Jacksonville, FL",ILB,77
Senio Kelemete,Evergreen High School,"Seattle, WA",DT,77
Shaun Prater,Omaha Central High School,"Omaha, NE",CB,77
Spencer Reeves,Skyline High School,"Dallas, TX",OLB,77
Steve Dunn,Churchville Chili High School,"Churchville, NY",DT,77
T.J. Barnes,Enterprise High School,"Enterprise, AL",OT,77
Tanner Hawkinson,McPherson High School,"McPherson, KS",TE,77
Tarus McKinley,,"Belle Glade, FL",WR(POST),77
Terence Davis,Brookwood High School,"Snellville, GA",ATH,77
Terrance Davis,Salem High School,"Conyers, GA",ATH,77
Terrence Kerns,Hargrave Military Academy,"Frederick, MD",RB,77
Tim Dandridge,Highland Park Community High School,"Detroit, MI",CB,77
Toa Tuitea,Westminster High School,"Westminster, CA",DE,77
Tommie Thomas,H. L. Richards High School,"Oak Lawn, IL",S,77
Tracy Robertson,Lamar Consolidated High School,"Houston, TX",DE,77
Trey Fairchild,Dublin Coffman High School,"Dublin, OH",WR,77
Tuiatua Tuiasosopo,Saint Louis School,"Honolulu, HI",OG,77
Tyler Sands,Boyertown Senior High School,"Boyertown, PA",OT,77
Tylor Chambers,Red Bank High School,"Chattanooga, TN",OG,77
Zach Kane,Toms River North High School,"Toms River, NJ",ILB,77
A.J. Alexander,Altoona Area High School,"Altoona, PA",ATH,78
A.J. Wallerstein,Canyon High School,"Canyon Country, CA",OG,78
Ahmed Shakoor,Stephenson High School,"Stone Mountain, GA",CB,78
Andre Berry,Tarrant High School,"Tarrant, AL",ATH,78
Andre Wadley,Hernando High School,"Hernando, MS",DE,78
Andrew Parker,Bartram Trail High School,"Jacksonville, FL",TE,78
Andrew Sampson,Overland High School,"Aurora, CO",OG,78
Antwon Moutra,Culver City High School,"Culver City, CA",WR,78
Ausar Walcott,Hackensack High School,"Hackensack, NJ",S,78
Austin Fuller,Richlands High School,"Richlands, VA",WR,78
B.J. Brand,Coffee High School,"Douglas, GA",OG,78
Baker Swedenburg,Heritage Academy,"Columbus, MS",K,78
Barrett Jones,Evangelical Christian School,"Memphis, TN",OT,78
Blair Walsh,Cardinal Gibbons High School,"Fort Lauderdale, FL",K,78
Bo Walters,Briarwood Christian School,"Birmingham, AL",OLB,78
Bobby Massie,Liberty Christian Academy,"Lynchburg, VA",OT,78
Boubacar Cissoko,Cass Technical High School,"Detroit, MI",CB,78
Bradly Roussel,Redemptorist High School,"Baton Rouge, LA",ILB,78
Brandon Beachum,Cardinal Mooney High School,"Youngstown, OH",ILB,78
Brandon Ford,Hanahan High School,"Hanahan, SC",WR,78
Brandon Thompson,The Woodlands High School,"The Woodlands, TX",OT,78
Brian Davis,Central High School,"Beaumont, TX",DE,78
Britt Mitchell,Roscoe High School,"Roscoe, TX",OT,78
Bruce Taylor,Myrtle Beach High School,"Myrtle Beach, SC",ILB,78
Bryce Givens,J. K. Mullen High School,"Denver, CO",OT,78
Cameron Chism,Bishop McNamara High School,"Forestville, MD",CB,78
Cameron Saddler,Gateway High School,"Monroeville, PA",ATH,78
Carlton Lewis,Saint Augustine High School,"Saint Augustine, FL",S,78
Carson Knowlton,West Memphis High School,"West Memphis, AR",DE,78
Carson Wiggs,South Grand Prairie High School,"Grand Prairie, TX",K,78
Casey Kelly,Sarasota High School,"Sarasota, FL",QB,78
Casey Narcisse,Saint James High School,"Vacherie, LA",DT,78
Charles Burrell,Southeastern High School,"Detroit, MI",ATH,78
Chaz Sutton,Jenkins High School,"Savannah, GA",DE,78
Chris Owusu,Oaks Christian High School,"Westlake Village, CA",WR,78
Chris Polk,Redlands East Valley High School,"Redlands, CA",WR,78
Chris Scott,Southern University Lab,"Baton Rouge, LA",S,78
Clint Anderson,Allen High School,"Allen, TX",OG,78
Cordale Scott,Glenville High School,"Cleveland, OH",WR,78
Covaughn Deboskie,Hamilton High School,"Chandler, AZ",RB,78
D.J. Coles,Goochland High School,"Goochland, VA",WR,78
D.J. Thomas,Patrick Henry High School,"Ashland, VA",CB(POST),78
Dalton Freeman,Pelion High School,"Pelion, SC",OG,78
Damien Holmes,Colton High School,"Colton, CA",DE,78
Daniel Sorensen,Colton High School,"Colton, CA",S,78
Darius Ashley,Saint Xavier High School,"Cincinnati, OH",RB,78
Darius Barksdale,South Panola High School,"Batesville, MS",RB,78
Darius Willis,Franklin Central High School,"Indianapolis, IN",RB,78
David DeCastro,Bellevue High School,"Bellevue, WA",OC,78
David Rowe,Cocoa High School,"Cocoa, FL",S,78
David Spurlock,Riverdale High School,"Murfreesboro, TN",OG,78
David Whitmore,Memorial High School,"Port Arthur, TX",CB,78
Dawson Zimmerman,Brookwood High School,"Snellville, GA",K,78
Daymond Patterson,North Mesquite High School,"Garland, TX",WR,78
DeAndre Jones,Memphis University School,"Memphis, TN",OLB,78
Demetrius Hartsfield,Southeast Raleigh High School,"Raleigh, NC",ILB,78
DeRon Furr,Carver High School,"Columbus, GA",QB,78
Devin Smith,Coppell High School,"Coppell, TX",CB,78
Devonte Campbell,Hargrave Military Academy,"Rustburg, MD",TE(POST),78
Dion Jordan,Chandler High School,"Chandler, AZ",TE,78
Dominic Galas,Central Catholic High School,"Modesto, CA",OC,78
Dominique Davenport,Baldwyn High School,"Baldwyn, MS",ATH,78
Donald Monroe,Angleton High School,"Angleton, TX",CB,78
Donovan Miles,Brooke Point High School,"Stafford, VA",ILB,78
Donte Rumph,Calhoun County High School,"Saint Matthews, SC",DE,78
Duriel Harris,Channelview High School,"Channelview, TX",WR,78
Earl Okine,Gainesville High School,"Gainesville, FL",DE,78
Eric Livsey,Gateway High School,"Pittsburgh, PA",RB,78
Fred Craig,Saint Xavier High School,"Cincinnati, OH",S,78
Gabriel Bryant,Jonesboro-Hodge High School,"Jonesboro, LA",WR(LQ),78
Gavin Hardin,Jackson Central-Merry High School,"Jackson, TN",OLB,78
Hamani Stevens,Hemet High School,"Hemet, CA",OG,78
Harrison Jeffers,Eisenhower High School,"Lawton, OK",RB,78
Jacoby Thomas,Murphy High School,"Mobile, AL",OLB,78
Jamal Mosley,Kingsbury High School,"Memphis, TN",TE,78
Jamal Womble,Buena High School,"Sierra Vista, AZ",RB,78
Jamarcus Allen,Boone High School,"Orlando, FL",DT,78
Jarell Childs,Oak Park High School,"Kansas City, MO",RB,78
Jerome Swinton,Seabreeze Senior High School,"Daytona Beach, FL",CB,78
Jimmy Bennett,West Potomac High School,"Alexandria, VA",OT,78
Joey Fowler,Westmoore High School,"Oklahoma City, OK",DE,78
John Lejiste,Atlantic Community High School,"Delray Beach, FL",S,78
Jonathan Cooper,John T. Hoggard High School,"Wilmington, NC",OG,78
Jonathan Martin,Harvard Westlake High School,"North Hollywood, CA",OT,78
K.J. Williams,Norman North High School,"Norman, OK",DE,78
Kaleb Ramsey,Laurel Highlands High School,"Uniontown, PA",DE,78
Keith Stroud,Fork Union Military Academy,"Brooklyn, NY",WR(POST),78
Kemonte Bateman,Crenshaw High School,"Los Angeles, CA",WR,78
Ken Adams,Enterprise High School,"Enterprise, AL",TE,78
Kenneth Davis,Tupelo High School,"Tupelo, MS",RB,78
Kenny Demens,Detroit Country Day School,"Beverly Hills, MI",ATH,78
Kenny Veal,Hamilton High School,"Hamilton, OH",CB,78
Keon Furtch,Paris High School,"Paris, TX",S,78
Kevin Dorsey,Forestville High School,"Forestville, MD",WR,78
Kevin Reddick,New Bern High School,"New Bern, NC",ILB,78
Kevin Whaley,Salem High School,"Virginia Beach, VA",RB,78
Kheeston Randall,Monsignor Kelly Catholic High School,"Beaumont, TX",DT,78
Kody Spano,Stephenville High School,"Stephenville, TX",QB,78
Kurt Wermers,Crown Point High School,"Crown Point, IN",OG,78
Kyle Johnson,Norco Senior High School,"Norco, CA",OT,78
Kyler Reed,Saint Thomas Aquinas High School,"Overland Park, KS",FB,78
Lavunce Askew,Camden-Fairview High School,"Camden, AR",DE,78
Lawrence Guy,Western High School,"Las Vegas, NV",DT,78
Leandre Lance,First Coast High School,"Jacksonville, FL",OLB,78
Lester Ward Jr.,Brenham High School,"Brenham, TX",ATH,78
Luke Matthews,Desert Vista High School,"Phoenix, AZ",ATH,78
Makiri Pugh,Independence High School,"Charlotte, NC",CB,78
Malik Jackson,Birmingham High School,"Van Nuys, CA",DE,78
Mario Benavides,Los Fresnos High School,"Los Fresnos, TX",OT,78
Mario Crawford,Romulus High School,"Detroit, MI",RB,78
Mark Wedderburn,Cardinal O'Hara High School,"Springfield, PA",TE,78
Martavious Odoms,Pahokee High School,"Pahokee, FL",WR,78
Marty Everett,South Sumter High School,"Bushnell, FL",DT,78
