Name,High School Attended,Hometown,Position,Rating
Justin Monahans,West Linn High School,"West Linn, OR",WR,64
Lawrence Walker,Christian High School,"El Cajon, CA",RB,64
Mike Denison,Walled Lake Central High School,"Walled Lake, MI",FB,64
Wylum Bivins,Corsicana High School,"Corsicana, TX",CB,64
Blake West,Fort Collins High School,"Fort Collins, CO",S,64
Alex Merlock,Hollowrock-Bruceton Central High Sc,"Bruceton, TN",DE,64
Vince Weaver,Casa Grande High School,"Petaluma, CA",OT,64
Jeremy Henderson,Kosciusko High School,"Kosciusko, MS",DE,64
Jarid Jackson,Champlin Park High School,"Champlin, MN",ILB,64
Billy Bair,Mars Area High School,"Mars, PA",RB,64
Vin Fischer,Livingston High School,"Livingston, NJ",WR,64
Leroi Edwards,Kentridge High School,"Kent, WA",OC,64
Matt Hurd,Hayward High School,"Hayward, CA",DE,64
Jordan Monico,Moanalua High School,"Honolulu, HI",ATH,64
Kevin Dahl,Hoover High School,"North Canton, OH",OLB,64
Kenneth Frankson,Jack Yates High School,"Houston, TX",DE,64
Areseo Lakey,Edison High School,"Huntington Beach, CA",RB,64
Danny Godfrey,James Logan High School,"Union City, CA",RB,64
Jeff Getting,Waukee High School,"Waukee, IA",ATH,64
Cole Tetreault,Chaparral High School,"Parker, CO",OLB,64
Matt Thomas,Paul G. Blazer High School,"Ashland, KY",RB,64
Markeece Wilson,Hudson Catholic High School,"Jersey City, NJ",OLB,64
Tommy Curry,John W. North High School,"Riverside, CA",WR,64
Nick Vuoto,Amador Valley High School,"Pleasanton, CA",S,64
Rico King,Whitehaven High School,"Memphis, TN",ATH,64
Chris Garza,Irving High School,"Irving, TX",ILB,64
Sean Whited,McKinley High School,"Canton, OH",OC,64
Matt Fitz,Central Bucks West High School,"Doylestown, PA",FB,64
Junior Mataafa,Kahuku High School,"Kahuku, HI",RB,64
Greg Morse,Como Park High School,"Saint Paul, MN",QB,64
McKade Brady,Sky View High School,"Smithfield, UT",S,64
Dominique Sams,Trotwood-Madison High School,"Trotwood, OH",S,64
Karl Winkelman,Los Gatos High School,"Los Gatos, CA",TE,63
Paris Cotton,Hialeah High School,"Hialeah, FL",RB,63
T.J. Cox,Plainfield High School,"Plainfield, IL",OT,63
Carter Bykowski,Eden Prairie High,"Eden Prairie, MN",TE,63
Cary Grossart,Folsom High School,"Folsom, CA",QB,63
Jeffrey Legree,Fort Hamilton High School,"Brooklyn, NY",QB,63
Jacob Creech,Boaz High School,"Boaz, AL",OT(LQ),63
Ryan Misare,Douglas County High School,"Castle Rock, CO",RB,63
Jowyn Ward,Mayde Creek High,"Katy, TX",DT,63
Chad Hounshell,Lake Catholic High School,"Mentor, OH",OT,63
William Lowe,Glenville High School,"Cleveland, OH",RB,63
Osaze Idumwonyi,Cedar Hill High School,"Cedar Hill, TX",OG,63
Joe Vellano,Christian Brothers Academy,"Albany, NY",DT,63
Jon Heimler,Menomonie High School,"Menomonie, WI",TE,63
Fabrice Nolen,Mesquite High School,"Gilbert, AZ",S,63
Kendrick White,Pensacola High School,"Pensacola, FL",QB,63
Michael Liggins,Camelback High School,"Phoenix, AZ",RB,63
Steadman Bell,Dickson County High School,"Dickson, TN",S,63
Robert Glinton,Riverview High School,"Riverview, FL",RB,63
Jarmaine Jenning,Hayward High School,"Hayward, CA",WR,63
Dan Atwood,Gaithersburg Senior High School,"Gaithersburg, MD",ATH,63
Gabriel Clark,Black River High School,"Sullivan, OH",ILB,63
Rogers Gaines,White House High School,"White House, TN",DT,63
Jordan Kidd,Milford High School,"Highland, MI",S,63
Cedric Mauga,Eaglecrest High School,"Aurora, CO",DT,63
Brad Schaeffer,Kirkwood High School,"Kirkwood, MO",OG,63
Paul Freeman,Xaverian Brothers High School,"Norwood, MA",FB,63
Kalonji Paschal,Jefferson High School,"Portland, OR",ATH,63
Robert Virgil,Capital Christian School,"Sacramento, CA",RB,63
Brett Jividen,Sahuaro High School,"Tucson, AZ",OG,63
Hunter Pahl,Del Oro High School,"Loomis, CA",OLB,63
Brennan Price,Air Academy High School,"Colorado Springs, CO",QB,63
Danny Tharp,Bettendorf High School,"Bettendorf, IA",QB,63
Montel Nix-Fleming,Walled Lake Western High School,"Walled Lake, MI",ATH,63
McClain Parker,Muskegon High School,"Muskegon, MI",OG,63
Demarius Washington,Irving High School,"Irving, TX",WR,63
Justin Ray,Saint Thomas Aquinas High School,"Louisville, OH",OG,63
Lamonte Lattimore,Winton Woods High School,"Cincinnati, OH",CB,63
Ryan Newsome,Roosevelt High School,"Wyandotte, MI",S,63
Samatre Jones,Mount Miguel High School,"San Diego, CA",CB,63
Vini Purcell,Hunter High School,"West Valley City, UT",ILB,63
Jordan Jefferson,Palo Alto High School,"Palo Alto, CA",OLB,63
Kyle Roddenberry,Crystal River High School,"Crystal River, FL",DE,63
Wyatt Cahill,Corona Del Sol High School,"Tempe, AZ",DE,63
Dominic Sebastiani,Moorestown High School,"Moorestown, NJ",FB,63
Keon Logan,Huguenot High School,"Richmond, VA",OLB,63
Marquez Fields,Norview High School,"Norfolk, VA",RB,63
Issac Serwanga,Jesuit High School,"Sacramento, CA",WR,63
Adrien Dotson,Mira Costa High School,"Manhattan Beach, CA",RB,63
Greg Schuster,Clarkstown North High School,"New City, NY",FB,63
Ulalo Tuulauulo,Pittsburg High School,"Pittsburg, CA",ILB,63
William McCary,Creekview High School,"Carrollton, TX",DE,63
Cole Rasmussen,Galt Union High School,"Galt, CA",QB,63
Jeremy Baltimore,Orange High School,"Orange, NJ",OLB,63
Stephen Ianzito,Cicero-North Syracuse High,"Cicero, NY",WR,63
James Green,Spruce Creek High School,"Port Orange, FL",RB,63
Colby Cameron,Newbury Park High School,"Newbury Park, CA",QB,63
Sean Rush,Otay Ranch High School,"Chula Vista, CA",ATH,63
Brandyn Harris,Monroe High School,"Monroe, MI",RB,63
Luke Loucks,Clearwater High School,"Clearwater, FL",QB,63
Greg Walker,Westlake High School,"Waldorf, MD",RB,63
Sean Egler,Bellefontaine High School,"Bellefontaine, OH",RB,63
Taylor Lokey,Denton High School,"Denton, TX",WR,63
Leroy Lutu,Mercer Island High School,"Mercer Island, WA",S,63
Michael Kowalczyk,Garfield High School,"Garfield, NJ",DT,63
Dan Pitts,Ocean Lakes High School,"Virginia Beach, VA",QB,63
Lee Almanza,Madison West High School,"Houston, TX",OG,63
Aylnde Armour,Loyola High School,"Los Angeles, CA",ILB,63
Josh Gossett,T. C. Roberson High School,"Asheville, NC",S,63
Devon Jennings,Euclid Senior High School,"Euclid, OH",S,63
Xavier Crews,Eufaula High School,"Eufaula, AL",FB,63
Jamie Chappell,Dreher High School,"Columbia, SC",TE,63
Herbert Reynolds,Parsippany Hills High,"Parsippany, NJ",FB,63
Ray Parker,Morrison R. Waite High School,"Toledo, OH",RB,63
Finau Lomu,Cottonwood High School,"Salt Lake City, UT",ATH,63
Michael Alisa,Timpview High School,"Provo, UT",OLB,62
Rashun Dixon,Terry High School,"Terry, MS",WR,62
Patrick Kivlehan,Saint Joseph Regional High School,"Montvale, NJ",S,62
Peyton Thompson,Granite Bay High School,"Granite Bay, CA",ATH,62
Aaron Rollin,Lee's Summit West High School,"Lee's Summit, MO",WR,62
Bryce Lunday,Sheridan High School,"Sheridan, AR",RB,62
Kama Bailey,Damien Memorial High School,"Honolulu, HI",RB,62
Jeremi Mathis,Martin High School,"Arlington, TX",RB,62
Isaiah Ballard,Rogers High School,"Toledo, OH",RB,62
Kellen Bartlett,Blue Springs South High School,"Blue Springs, MO",TE,62
Raphael Washington,Saint Bonaventure High School,"Ventura, CA",TE,62
Bart Tanski,Mentor High School,"Mentor, OH",QB,62
Chase Hooper,Mayde Creek High,"Houston, TX",ILB,62
Robert Moore,Notre Dame De La Baie Academy,"Green Bay, WI",FB,62
Jarred Draper,South Panola High School,"Batesville, MS",DT,62
Steve Spratte,Waukesha West High School,"Waukesha, WI",ATH,62
Marcus Wright,Paul L. Dunbar High School,"Dayton, OH",ATH,62
Matt Moran,Lincoln County High School,"Fayetteville, TN",ILB,62
Clay Cecil,Highlands High School,"Fort Thomas, KY",QB,62
Gabe Oliver,Susquehanna Township High School,"Harrisburg, PA",RB,62
Jason Souva,Alpena High School,"Alpena, MI",OLB,62
Chase McMann,Coral Springs High School,"Coral Springs, FL",OLB,62
Derek Bahri,Walled Lake Central High School,"Walled Lake, MI",S,62
Saheed Imoru,Hastings High School,"Houston, TX",RB,62
John Dury,Bishop Chatard High School,"Indianapolis, IN",OLB,62
Greg Hasse,Northville High School,"Northville, MI",ILB,62
Peter Becker,Liberty High School,"Renton, WA",OLB,62
Drew Simons,Highlands High School,"Fort Thomas, KY",OLB,62
Levor Ross,Gaffney High School,"Gaffney, SC",DT,62
Steven Landon,Matoaca High School,"Chesterfield, VA",OT,62
Roland Nonu,Ingraham High School,"Seattle, WA",DT,62
Durrell Parker,Wagoner High School,"Wagoner, OK",RB,62
Corey Harms,Healdsburg Senior High School,"Healdsburg, CA",QB,62
Dane Burk,The Colony High School,"The Colony, TX",OLB,62
Nicholas Adzick,Kirkwood High School,"Kirkwood, MO",DE,62
Greg Henderson,Basic High School,"Henderson, NV",WR,62
Christian Saddler,,"Syracuse, NY",CB(POST),62
Spencer Arns,Westview High School,"Portland, OR",S,62
Jamie Hagan,Saint Marks High School,"Wilmington, DE",WR,62
Eddie Simmons,Kingsbury High School,"Memphis, TN",WR,62
Ennis Johnson,Armijo High School,"Suisan City, CA",OLB,62
Kierre Simmons,West Allegheny High School,"Imperial, PA",RB,62
Dorian Evans,Timber Creek Regional High School,"Erial, NJ",S,62
Zack Shaver,Clovis High School,"Clovis, CA",OLB,62
Wesley Hingano,Sanger High School,"Sanger, CA",OG,62
Ben Pritchett,Belton High School,"Belton, MO",FB,62
Justin Warner,Dowling Catholic High School,"West Des Moines, IA",OLB,62
Justin Meehan,Elk Grove High School,"Elk Grove, CA",OLB,62
Alex George,Beaver Area High School,"Beaver, PA",ATH,62
Ethan Magstadt,Maple Grove High School,"Maple Grove, MN",FB,62
Damion Moore,West Side High School,"Newark, NJ",OLB,62
Siu Tafuna,Punahou School,"Honolulu, HI",OLB,62
Kalama Molisi,Skyline High School,"Salt Lake City, UT",RB,62
Eric Smith,Edison High School,"Fresno, CA",OT,62
Marcus Nelson,Bakersfield High School,"Bakersfield, CA",OLB,62
Anthony Rouba,Saint Laurence High School,"Burbank, IL",ILB,62
Brent Moore,Westlake High School,"Westlake Village, CA",WR,62
A.J. Corbella,Scotts Valley High School,"Scotts Valley, CA",OLB,62
Jeff Schuette,Wayzata High School,"Plymouth, MN",OLB,62
Liam McNally,Highland High School,"Salt Lake City, UT",ILB,62
David Rolf,Piqua High School,"Piqua, OH",WR,61
Troy Graham,Basha High School,"Chandler, AZ",QB,61
Art Laurel,Leilehua High School,"Wahiawa, HI",OLB,61
Darnell Sapps Jr.,Milford Academy,"Syracuse, NY",WR(POST),61
Klayton Kristick,Saint Mary's High School,"Phoenix, AZ",ILB,61
Mark Franklin,Homewood-Flossmoor High School,"Flossmoor, IL",RB,61
Mike Kindel,Springboro High School,"Springboro, OH",S,61
Jonathan Tristao,Hilmar High School,"Hilmar, CA",TE,61
Kent Viening,Grand Haven High School,"Grand Haven, MI",S,61
Chris Allen,Kentlake High School,"Kent, WA",RB,61
Roberto Williams,Lancaster High School,"Lancaster, TX",S,61
Albert Fonteno,Westside High School,"Houston, TX",S,61
Nate Boland,Churchville Chili High School,"Churchville, NY",FB,61
Michael Anguiano,Nimitz High School,"Irving, TX",ILB,61
Durand Robertson,Fremont Ross High School,"Fremont, OH",ILB,61
Alex Grunenwald,Merrill High School,"Merrill, WI",QB,61
Cortez Paige,Langham Creek High,"Houston, TX",OLB,61
C.J. Croft,Fort Campbell High School,"Fort Campbell, KY",QB,61
Rob Look,Hillcrest High School,"Dallas, TX",OLB,61
Eric Polen,Boardman High School,"Youngstown, OH",FB,61
Tommy Stewart,Sheldon High School,"Eugene, OR",QB,61
Damon Lambert,Euclid Senior High School,"Euclid, OH",ILB,61
James Thomas,Euclid Senior High School,"Euclid, OH",OLB,61
Trey Mays,Bishop Gorman High School,"Las Vegas, NV",WR,61
Edgard Theliar,Manatee High School,"Bradenton, FL",WR,61
Niccolo Mastromatteo,Walpole High School,"Walpole, MA",WR,61
Marcus Sims,Osseo Senior High School,"Osseo, MN",RB,61
James Brady,St. Anthony's High School,"Melville, NY",QB,61
Mitchell White,Stevenson High School,"Livonia, MI",QB,61
Kale Gelles,Grapevine High School,"Grapevine, TX",OLB,61
Langston Patterson,Langham Creek High,"Houston, TX",DT,61
Andrew Foley,Ankeny High School,"Ankeny, IA",ILB,61
Mike Leavitt,Central Catholic High School,"Lawrence, MA",RB,61
Joe Powers,Holt High School,"Holt, MI",OLB,61
Ethan Tuftee,Assumption High School,"Davenport, IA",DT,60
Braden Smith,Rockwall High School,"Rockwall, TX",QB,60
Nathan Austin,Barbe High School,"Lake Charles, LA",RB,60
Ryan Eastman,Saint Louis School,"Honolulu, HI",DT,60
Brett Moreno,Park Hill High School,"Kansas City, MO",WR,60
C.J. Hopson,Patuxent High School,"Lusby, MD",QB,60
Cale Brooks,Westwood High School,"Palestine, TX",S,60
Tiuke Tiupulotu,Serra High School,"San Mateo, CA",S,60
Michael Vigil,John F. Kennedy High School,"Burien, WA",OG,60
Wilmaron Mosquera,Aldine High School,"Houston, TX",ILB,60
Cody Connare,Olmsted Falls High School,"Olmsted, OH",DE,60
Steve Hengehold,Elder High School,"Cincinnati, OH",ILB,60
Matt Jelmini,Clovis West High School,"Fresno, CA",RB,60
Joe Yanaitis,Churchville Chili High School,"North Chili, NY",DE,60
Danny Young,Los Altos High School,"Los Altos, CA",QB,60
Sam Eberle,Notre Dame School,"Chattanooga, TN",DE,60
Justin Webber,Sanger High School,"Sanger, CA",RB,60
Asa Chapman,,"Orange, VA",DT(POST),60
Rob Blundred,Oak Hills High School,"Cincinnati, OH",DE,60
Jimmy Davidson,Findlay High School,"Findlay, OH",WR,60
Jordan Simmons,Lees Summit North High School,"Lees Summit, KS",RB,60
Matt Turituri,Wilcox High School,"Santa Clara, CA",DE,60
T.J. Viscuso,Lake High School,"Uniontown, OH",QB,60
Matt Brewer,Lafayette High School,"Wildwood, MO",ILB,60
Elijah Jones,Lansingburgh High School,"Troy, NY",OLB,60
Zach Derby,West High School,"Iowa City, IA",ATH,60
Clay Swigert,Louisville High School,"Louisville, OH",OLB,60
Nick Heuser,Saint Xavier High School,"Louisville, KY",OLB,60
Allen Hale,Midlothian High School,"Midlothian, TX",OG,60
Andy Burns,Rocky Mountain High School,"Fort Collins, CO",WR,60
Tyler Tuiasosopo,Mariner High School,"Everett, WA",QB,60
Anthony Vivola,O'Dea High School,"Seattle, WA",DT,60
Aubrey Moore,Red Land High School,"Lewisberry, PA",DT,60
Carey Johnson,Del Campo High School,"Fair Oaks, CA",RB,60
Donavan Jefferson,Thomas Dale High School,"Chester, VA",WR,60
Alante Womack,San Diego High School,"San Diego, CA",RB,60
Tyler Jonas,Sidney High School,"Sidney, OH",FB,60
Shae Selsor,Piqua High School,"Piqua, OH",DE,60
Ricky Tonelli,Solon High School,"Solon, OH",FB,60
Mike Johns,Oak Forest High School,"Oak Forest, IL",DE,59
Michael Autwell,Midlothian High School,"Midlothian, TX",DE,59
Joe Johnson,Valley High School,"West Des Moines, IA",RB,59
DeAndre Tucker,Akron Firestone Senior High School,"Akron, OH",DE,59
Blaise Deal,Moon Valley High School,"Phoenix, AZ",RB,59
James Moore,McCluer North High School,"Florissant, MO",DE,59
Neil Crook,West Albany High School,"Albany, OR",ILB,59
Luke Solberg,Spring Lake Park High School,"Spring Lake Park, MN",OT,59
Dave Plungas,Lake Catholic High School,"Mentor, OH",ILB,59
Kenny Anderson,Monacan High School,"Richmond, VA",ILB,59
Alex Peterson,Indianola High School,"Indianola, IA",OG,59
Brian Leonhardt,Spring Lake Park High School,"Spring Lake Park, MN",OG,59
Shaahiyn Alston,Curtis High School,"Staten Island, NY",RB,59
Clint Cashen,Corbin High School,"Corbin, KY",QB,59
Chaz Powell,Arvada High School,"Arvada, CO",DT,59
Cameron Brown,Bear Creek High School,"Lakewood, CO",OT,59
Armand Jackson,Dreher High School,"Columbia, SC",DT,59
Josh Johnson,L. V. Berkner High School,"Richardson, TX",RB,59
Grey Tompkins,Lemoore High School,"Lemoore, CA",OT,59
Michael Becker,Ravenwood High School,"Brentwood, TN",QB,59
Bruce Ernest,Kings High School,"Kings Mills, OH",QB,59
Marquis Davis,Sexton High School,"Lansing, MI",ILB,59
Brock Jackolski,William Floyd High School,"Mastic Beach, NY",RB,59
Justin Yamamoto,Iolani School,"Honolulu, HI",RB,59
Dorian Myles,Hamburg Central High,"Hamburg, NY",RB,59
Koby Frye,Saint Mary's Central Catholic High,"Sandusky, OH",RB,59
Nick Williams,Olathe North High School,"Olathe, KS",OLB,59
Bryant McKnight,New Philadelphia High School,"New Philadelphia, OH",S,59
Dan Roper,Clayton Valley Charter High School,"Concord, CA",DT,59
Sam Miller,Washington High School,"Washington, PA",OG,59
Byron Poole,Como Park High School,"Saint Paul, MN",RB,59
Josh Cruz,Leilehua High School,"Wahiawa, HI",ILB,59
Chris Kuzdale,,"Tampa, FL",S(POST),59
Ryan Sappio,Randolph High School,"Randolph, NJ",DT,59
Trent Wilkins,Duncan High School,"Duncan, OK",QB,58
Jarison Johnson,Red Mountain High School,"Mesa, AZ",RB,58
Jordan Ebinger,Normandy High School,"Parma, OH",TE,58
Karim Williams,Crespi Carmelite High School,"Encino, CA",DT,58
Jeff Cicchinelli,Columbine Senior High School,"Little Rock, CO",RB,58
Brandon Walker,Marshall County High School,"Benton, KY",S,58
Jordan Goffena,Sidney High School,"Sidney, OH",DE,58
Parker Jolly,Rocky Mountain High School,"Fort Collins, CO",OC,58
Tyler Hujik,Tremper High School,"Kenosha, WI",WR,58
Jonathon Moment,Lake Highland Prep School,"Orlando, FL",ILB,58
Trevor Stapp,Corona Del Sol High School,"Tempe, AZ",OC,58
Truman Chun,Kamehameha Schools,"Honolulu, HI",RB,58
Scott MacLeod,De La Salle Collegiate High School,"Sterling Heights, MI",OC,57
Dominic Carmazzi,Jesuit High School,"Sacramento, CA",QB,57
Ron Dunn,,"Abington, MA",OG(POST),57
Elijah Smurthwaite,Grove City High School,"Grove City, OH",QB,57
Andrew Krutsinger,Alief Taylor High School,"Houston, TX",OC,57
Chris Adkins,Jenks High School,"Jenks, OK",RB,50
Brandon Abner,Captain Shreve High School,"Shreveport, LA",DT,50
Sam Adams,College Park High School,"Pleasant Hill, CA",OLB,50
Slade Adams,Mount Juliet High School,"Mount Juliet, TN",OT,50
Dayo Abanikanda,R. L. Osborne High School,"Marietta, GA",S,50
Frank Allen,Holy Cross High School,"Delran, NJ",OT,50
Cory Adams,Austintown Fitch High School,"Youngstown, OH",OT,50
Seth Addis,T. L. Hanna High School,"Anderson, SC",OT,50
Joe Akey,Merrill High School,"Merrill, WI",DE,50
